GCF_000247895.1,Raoultella
GCF_000367425.1,Raoultella
GCF_000648315.1,Raoultella
GCF_000703465.1,Raoultella
GCF_000703485.1,Raoultella
GCF_000735435.1,Raoultella
GCF_000737915.1,Raoultella
GCF_000783935.1,Raoultella
GCF_000829965.1,Raoultella
GCF_000935285.1,Raoultella
GCF_000964285.1,Raoultella
GCF_001039315.1,Raoultella
GCF_001049875.1,Raoultella
GCF_001065685.1,Raoultella
GCF_001066395.1,Raoultella
GCF_001455225.1,Raoultella
GCF_001598295.1,Raoultella
GCF_001663315.1,Raoultella
GCF_001663325.1,Raoultella
GCF_001700855.1,Raoultella
GCF_001723565.1,Raoultella
GCF_001866535.1,Raoultella
GCF_001903595.1,Raoultella
GCF_001975865.1,Raoultella
GCF_002108615.1,Raoultella
GCF_002204595.1,Raoultella
GCF_002214825.1,Raoultella
GCF_002215315.1,Raoultella
GCF_002264145.1,Raoultella
GCF_002266585.1,Raoultella
GCF_002266645.1,Raoultella
GCF_002266665.1,Raoultella
GCF_002266675.1,Raoultella
GCF_002266685.1,Raoultella
GCF_002266695.1,Raoultella
GCF_002494395.1,Raoultella
GCF_002554635.1,Raoultella
GCF_002588355.1,Raoultella
GCF_002635135.1,Raoultella
GCF_002635365.1,Raoultella
GCF_002759495.1,Raoultella
GCF_002761975.1,Raoultella
GCF_002794395.1,Raoultella
GCF_002806725.1,Raoultella
GCF_002806925.1,Raoultella
GCF_002895535.1,Raoultella
GCF_002949305.1,Raoultella
GCF_002949335.1,Raoultella
GCF_002949375.1,Raoultella
GCF_002949385.1,Raoultella
GCF_002949435.1,Raoultella
GCF_003323835.1,Raoultella
GCF_900155375.1,Raoultella
GCF_900184005.1,Raoultella
GCF_900455785.1,Raoultella